Geo Point;Geo Shape;OBJECTID;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y
48.8575563594, 2.34830889513;"{""type"": ""Point"", ""coordinates"": [2.348308895125139, 48.857556359369646, 0.0]}";90.0;42587.0;21966.0;165.0;Châtelet;CHATELET;Châtelet;2286.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M11;0;0;0;A01544;;11;3.0;11-111057;11;METRO;M11;3.0;110.0;RATP;0.0;1.0;0.0;652184.405;6862143.948
48.8577088197, 2.34794431111;"{""type"": ""Point"", ""coordinates"": [2.347944311105259, 48.85770881968848, 0.0]}";91.0;42587.0;21959.0;167.0;Châtelet;CHATELET;Châtelet;2372.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01547;;14;6.0;14-111057;14;METRO;M14;3.0;110.0;RATP;0.0;1.0;0.0;652157.796;6862161.121
48.8583823703, 2.34756482975;"{""type"": ""Point"", ""coordinates"": [2.34756482974863, 48.858382370304746, 0.0]}";92.0;42587.0;22092.0;168.0;Châtelet;CHATELET;Châtelet;2087.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-111057;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;652130.572;6862236.244
48.8661671149, 2.32317568086;"{""type"": ""Point"", ""coordinates"": [2.323175680856619, 48.866167114949185, 0.0]}";104.0;45676.0;22057.0;200.0;Concorde;CONCORDE;Concorde;2311.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-101061;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;650348.593;6863116.903
48.8720238095, 2.30056045125;"{""type"": ""Point"", ""coordinates"": [2.300560451248797, 48.87202380950043, 0.0]}";112.0;43283.0;22084.0;329.0;George-V;GEORGE V;George V;2007.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101067;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;648695.365;6863782.578
48.8699575127, 2.37109483973;"{""type"": ""Point"", ""coordinates"": [2.371094839731201, 48.86995751270301, 0.0]}";114.0;43298.0;21996.0;332.0;Goncourt (Hôpital Saint-Louis);GONCOURT (HOPITAL SAINT-LOUIS);Goncourt;2291.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;;11;3.0;11-111047;11;METRO;M11;3.0;110.0;RATP;0.0;1.0;0.0;653867.192;6863509.302
48.9149497564, 2.40440908743;"{""type"": ""Point"", ""coordinates"": [2.404409087427758, 48.91494975637021, 0.0]}";115.0;47891.0;22393.0;290.0;Fort d'Aubervilliers;FORT D'AUBERVILLIERS;Fort d'Aubervilliers;2187.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107027;7;METRO;M7;3.0;110.0;RATP;899932.0;1.0;0.0;656348.619;6868493.288
48.8386316462, 2.32249174982;"{""type"": ""Point"", ""coordinates"": [2.322491749824627, 48.83863164624487, 0.0]}";119.0;43046.0;22230.0;299.0;Gaïté;GAITE;Gaîté;2333.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114045;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;650272.151;6860055.65
48.8653353173, 2.41669727286;"{""type"": ""Point"", ""coordinates"": [2.41669727285771, 48.865335317260985, 0.0]}";120.0;47890.0;22037.0;300.0;Gallieni (Parc de Bagnolet);GALLIENI (PARC DE BAGNOLET);Gallieni;2074.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M3;0;0;0;A01536;;3;8.0;3-103033;3;METRO;M3;3.0;110.0;RATP;899909.0;1.0;0.0;657208.46;6862969.669
48.8912285932, 2.40235214254;"{""type"": ""Point"", ""coordinates"": [2.402352142536798, 48.89122859319665, 0.0]}";126.0;43364.0;22017.0;348.0;Hoche;HOCHE;Hoche;2119.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105045;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;656177.903;6865856.716
48.8444701413, 2.31785278304;"{""type"": ""Point"", ""coordinates"": [2.317852783041332, 48.84447014129586, 0.0]}";134.0;42981.0;22056.0;280.0;Falguière;FALGUIERE;Falguière;2319.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112045;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;649937.277;6860707.76
48.8422653865, 2.36533865297;"{""type"": ""Point"", ""coordinates"": [2.365338652974602, 48.84226538647533, 0.0]}";137.0;43072.0;21981.0;312.0;Gare d'Austerlitz;AUSTERLITZ;Gare d'Austerlitz;2104.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-375;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;1.0;653420.212;6860433.555
48.8647940658, 2.29416201811;"{""type"": ""Point"", ""coordinates"": [2.294162018108232, 48.864794065815566, 0.0]}";147.0;43395.0;21927.0;359.0;Iéna;IENA;Iéna;2250.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109045;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;648218.86;6862982.866
48.8479348079, 2.26421877705;"{""type"": ""Point"", ""coordinates"": [2.264218777050251, 48.84793480790044, 0.0]}";176.0;44138.0;21907.0;542.0;Michel Ange-Auteuil;MICHEL-ANGE-AUTEUIL;Michel-Ange-Auteuil;2266.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110031;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;646004.781;6861128.335
48.8871839469, 2.32577967481;"{""type"": ""Point"", ""coordinates"": [2.325779674806892, 48.88718394686578, 0.0]}";187.0;43548.0;22227.0;416.0;La Fourche;LA FOURCHE;La Fourche;2344.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114067;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;650559.57;6865452.193
48.8796347607, 2.32702220089;"{""type"": ""Point"", ""coordinates"": [2.327022200889503, 48.879634760656806, 0.0]}";202.0;43814.0;22225.0;467.0;Liège;LIEGE;Liège;2342.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114063;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;650643.528;6864611.994
48.8814047322, 2.36521878185;"{""type"": ""Point"", ""coordinates"": [2.365218781848709, 48.88140473224761, 0.0]}";204.0;43823.0;24681.0;477.0;Louis Blanc;LOUIS BLANC;Louis Blanc;2366.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M7bis;0;0;0;A01550;;7b;14.0;7b-107041;7b;METRO;M7b;3.0;110.0;RATP;0.0;1.0;0.0;653446.401;6864785.606
48.8389609394, 2.28270002724;"{""type"": ""Point"", ""coordinates"": [2.282700027239131, 48.838960939372015, 0.0]}";206.0;45363.0;22187.0;479.0;Lourmel;LOURMEL;Lourmel;2224.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108021;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;647351.923;6860118.06
48.8706670209, 2.32575263529;"{""type"": ""Point"", ""coordinates"": [2.325752635286725, 48.87066702089793, 0.0]}";210.0;43898.0;21961.0;488.0;Madeleine;MADELEINE;Madeleine;2370.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01547;;14;6.0;14-108039;14;METRO;M14;3.0;110.0;RATP;0.0;1.0;0.0;650541.905;6863615.64
48.8619369141, 2.44131094125;"{""type"": ""Point"", ""coordinates"": [2.441310941253409, 48.861936914133, 0.0]}";213.0;44052.0;21941.0;492.0;Mairie de Montreuil;MAIRIE DE MONTREUIL;Mairie de Montreuil;2226.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M9;0;0;0;A01542;;9;16.0;9-109093;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;659011.434;6862578.734
48.8091443609, 2.43450989593;"{""type"": ""Point"", ""coordinates"": [2.434509895933692, 48.809144360936045, 0.0]}";219.0;44066.0;22215.0;500.0;Maisons-Alfort-Stade;MAISONS-ALFORT-STADE;Maisons-Alfort-Stade;2193.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108083;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;658470.44;6856712.278
48.857448691, 2.28581244413;"{""type"": ""Point"", ""coordinates"": [2.285812444134081, 48.857448690975104, 0.0]}";225.0;45417.0;22165.0;626.0;Passy;PASSY;Passy;2146.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106077;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;647598.954;6862171.635
48.8684401633, 2.40156171274;"{""type"": ""Point"", ""coordinates"": [2.401561712742541, 48.86844016327547, 0.0]}";228.0;45630.0;21948.0;630.0;Pelleport;PELLEPORT;Pelleport;2358.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01549;;3b;9.0;3b-116035;3b;METRO;M3b;3.0;110.0;RATP;0.0;1.0;0.0;656100.741;6863323.215
48.8631232146, 2.38588244933;"{""type"": ""Point"", ""coordinates"": [2.385882449326147, 48.86312321464207, 0.0]}";230.0;44310.0;22020.0;634.0;Père Lachaise;PERE LACHAISE;Père Lachaise;2071.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103039;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;654945.992;6862740.841
48.8339363927, 2.31807828549;"{""type"": ""Point"", ""coordinates"": [2.31807828549193, 48.83393639265079, 0.0]}";232.0;44316.0;22222.0;636.0;Pernéty;PERNETY;Pernéty;2332.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114043;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;649943.711;6859536.379
48.8475793675, 2.39555451217;"{""type"": ""Point"", ""coordinates"": [2.395554512170688, 48.84757936747707, 0.0]}";233.0;44191.0;22080.0;583.0;Nation;NATION;Nation;2020.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-339;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;655642.327;6861007.02
48.8473748787, 2.39546199483;"{""type"": ""Point"", ""coordinates"": [2.39546199483274, 48.84737487872934, 0.0]}";235.0;44191.0;22073.0;585.0;Nation;NATION;Nation;2123.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M6;0;0;0;A01539;;6;12.0;6-339;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;655635.364;6860984.334
48.8775512518, 2.28316224223;"{""type"": ""Point"", ""coordinates"": [2.283162242230229, 48.87755125180425, 0.0]}";238.0;44533.0;22078.0;1.0;Porte Maillot;PORTE MAILLOT;Porte Maillot;2511.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-331;1;METRO;M1;3.0;110.0;RATP;381020.0;1.0;0.0;647424.803;6864408.631
48.883804528, 2.32724341195;"{""type"": ""Point"", ""coordinates"": [2.327243411950876, 48.88380452804145, 0.0]}";244.0;44372.0;22129.0;648.0;Place de Clichy;PLACE DE CLICHY;Place de Clichy;2343.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114065;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;650663.701;6865075.506
48.8768063892, 2.39305609332;"{""type"": ""Point"", ""coordinates"": [2.393056093323958, 48.87680638921981, 0.0]}";246.0;44396.0;21951.0;650.0;Place des Fêtes;PLACE DES FETES;Place des Fêtes;2295.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;;11;3.0;11-111039;11;METRO;M11;3.0;110.0;RATP;0.0;1.0;0.0;655483.963;6864258.246
48.831433631, 2.35564364302;"{""type"": ""Point"", ""coordinates"": [2.355643643022595, 48.83143363103185, 0.0]}";250.0;44371.0;22365.0;654.0;Place d'Italie;PLACE D'ITALIE;Place d'Italie;2162.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-105081;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;652698.852;6859234.942
48.8647276207, 2.36849638711;"{""type"": ""Point"", ""coordinates"": [2.368496387112846, 48.86472762072593, 0.0]}";256.0;45193.0;21925.0;603.0;Oberkampf;OBERKAMPF;Oberkampf;2237.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109071;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;653671.938;6862929.299
48.8704867033, 2.33240740643;"{""type"": ""Point"", ""coordinates"": [2.332407406427907, 48.87048670327018, 0.0]}";260.0;42237.0;22381.0;607.0;Opéra;OPERA;Opéra;2173.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-108041;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;651029.871;6863591.442
48.8318256496, 2.31412232347;"{""type"": ""Point"", ""coordinates"": [2.314122323470855, 48.8318256495863, 0.0]}";262.0;45322.0;22223.0;656.0;Plaisance;PLAISANCE;Plaisance;2331.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114041;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;649651.293;6859304.204
48.8456269667, 2.3095314901;"{""type"": ""Point"", ""coordinates"": [2.309531490098375, 48.84562696673932, 0.0]}";289.0;44829.0;22163.0;800.0;Sèvres-Lecourbe;SEVRES-LECOURBE;Sèvres-Lecourbe;2141.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106067;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;649327.718;6860841.695
48.8585111299, 2.32315485584;"{""type"": ""Point"", ""coordinates"": [2.323154855841107, 48.85851112987378, 0.0]}";291.0;44840.0;22045.0;803.0;Solférino;SOLFERINO;Solférino;2313.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112057;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;650339.768;6862265.635
48.8842789443, 2.36588135817;"{""type"": ""Point"", ""coordinates"": [2.365881358169887, 48.88427894428395, 0.0]}";292.0;44901.0;22107.0;808.0;Stalingrad;STALINGRAD;Stalingrad;2035.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-105055;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;653497.558;6865104.811
48.8694907745, 2.35439176839;"{""type"": ""Point"", ""coordinates"": [2.354391768393706, 48.869490774501884, 0.0]}";295.0;44909.0;22134.0;836.0;Strasbourg-Saint-Denis;STRASBOURG-SAINT-DENIS;Strasbourg-Saint-Denis;2083.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-109067;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;652641.555;6863467.293
48.8779727014, 2.29831037512;"{""type"": ""Point"", ""coordinates"": [2.298310375124943, 48.877972701427545, 0.0]}";301.0;44931.0;22108.0;850.0;Ternes;TERNES;Ternes;2046.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102075;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;648536.202;6864445.514
48.8277955435, 2.30553466965;"{""type"": ""Point"", ""coordinates"": [2.305534669653895, 48.82779554349536, 0.0]}";305.0;44526.0;22221.0;700.0;Porte de Vanves;PORTE DE VANVES;Porte de Vanves;2330.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114039;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;649016.968;6858861.614
48.8324490991, 2.2880221411;"{""type"": ""Point"", ""coordinates"": [2.288022141100325, 48.83244909914335, 0.0]}";306.0;49515.0;22042.0;701.0;Porte de Versailles;PORTE DE VERSAILLES;Porte de Versailles;2324.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112035;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;647736.014;6859390.483
48.8471584794, 2.41014036797;"{""type"": ""Point"", ""coordinates"": [2.410140367974107, 48.8471584794021, 0.0]}";307.0;44528.0;22077.0;702.0;Porte de Vincennes;PORTE DE VINCENNES;Porte de Vincennes;2021.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101039;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;656712.351;6860952.126
48.8347851581, 2.40538321063;"{""type"": ""Point"", ""coordinates"": [2.405383210626771, 48.8347851580814, 0.0]}";312.0;44532.0;22207.0;705.0;Porte Dorée;PORTE DOREE;Porte Dorée;2198.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108073;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;656352.887;6859578.951
48.823411629, 2.32557563621;"{""type"": ""Point"", ""coordinates"": [2.325575636212245, 48.82341162898738, 0.0]}";313.0;44508.0;22140.0;706.0;Porte d'Orléans;PORTE D'ORLEANS;Porte d'Orléans;2100.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104079;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;650484.043;6858361.423
48.8370451192, 2.37282572183;"{""type"": ""Point"", ""coordinates"": [2.372825721828786, 48.837045119244316, 0.0]}";318.0;44582.0;22161.0;717.0;Quai de la Gare;QUAI DE LA GARE;Quai de la Gare;2129.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106043;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;653965.09;6859848.724
48.8610192599, 2.37473343128;"{""type"": ""Point"", ""coordinates"": [2.37473343128132, 48.86101925991959, 0.0]}";345.0;45205.0;21910.0;758.0;Saint-Ambroise;SAINT-AMBROISE;Saint-Ambroise;2236.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109073;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;654126.222;6862513.317
48.838427297, 2.3609671677;"{""type"": ""Point"", ""coordinates"": [2.360967167698855, 48.83842729696758, 0.0]}";356.0;44875.0;22000.0;773.0;Saint-Marcel;SAINT-MARCEL;Saint-Marcel;2103.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105077;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;653095.928;6860009.387
48.8838092012, 2.30467444053;"{""type"": ""Point"", ""coordinates"": [2.304674440528396, 48.883809201233376, 0.0]}";361.0;45508.0;22028.0;923.0;Wagram;WAGRAM;Wagram;2055.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103071;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;649008.663;6865090.364
48.827270836, 2.36803264776;"{""type"": ""Point"", ""coordinates"": [2.368032647756258, 48.82727083603918, 0.0]}";367.0;44217.0;21954.0;1006.0;Olympiades;OLYMPIADES;Olympiades;2381.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M14;0;0;0;A01547;;14;6.0;14-114005;14;METRO;M14;3.0;110.0;RATP;0.0;1.0;1.0;653604.585;6858764.736
48.906567146, 2.3659203194;"{""type"": ""Point"", ""coordinates"": [2.365920319400959, 48.90656714598029, 0.0]}";382.0;58497.0;24679.0;1073.0;Front Populaire;FRONT POPULAIRE;Front Populaire;0.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M12;0;0;0;A01545;;12;4.0;12-112041;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;1.0;653520.318;6867583.132
