Geo Point;Geo Shape;OBJECTID;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y
48.8449426325, 2.3287780269;"{""type"": ""Point"", ""coordinates"": [2.328778026901662, 48.84494263252667, 0.0]}";254.0;44211.0;22051.0;601.0;Notre-Dame-des-Champs;NOTRE-DAME-DES-CHAMPS;Notre-Dame-des-Champs;2317.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112049;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;650739.506;6860753.426
48.8585538264, 2.34223275937;"{""type"": ""Point"", ""coordinates"": [2.342232759368107, 48.85855382636668, 0.0]}";268.0;44491.0;22379.0;674.0;Pont Neuf (La Monnaie);PONT-NEUF (LA MONNAIE);Pont-Neuf;2170.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107061;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;651739.524;6862258.554
48.8942522622, 2.31377215877;"{""type"": ""Point"", ""coordinates"": [2.313772158769625, 48.89425226224654, 0.0]}";275.0;44514.0;22219.0;689.0;Porte de Clichy;PORTE DE CLICHY;Porte de Clichy;2346.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-113071;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;649685.914;6866245.734
48.8972452881, 2.35950786882;"{""type"": ""Point"", ""coordinates"": [2.359507868815594, 48.897245288093046, 0.0]}";277.0;44517.0;22041.0;691.0;Porte de la Chapelle;PORTE DE LA CHAPELLE;Porte de la Chapelle;2299.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112085;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;653041.871;6866550.373
48.8973898907, 2.38550838768;"{""type"": ""Point"", ""coordinates"": [2.385508387679288, 48.89738989068259, 0.0]}";278.0;44518.0;22374.0;692.0;Porte de la Villette;PORTE DE LA VILLETTE;Porte de la Villette;2185.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107031;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;654948.203;6866551.304
48.867309475, 2.34751621328;"{""type"": ""Point"", ""coordinates"": [2.347516213278753, 48.86730947497152, 0.0]}";286.0;44825.0;22029.0;792.0;Sentier;SENTIER;Sentier;2064.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103053;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;652135.208;6863228.894
48.8511923493, 2.32648847397;"{""type"": ""Point"", ""coordinates"": [2.326488473969165, 48.851192349321856, 0.0]}";287.0;44828.0;21976.0;798.0;Sèvres-Babylone;SEVRES-BABYLONE;Sèvres-Babylone;2278.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110055;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;650577.409;6861449.763
48.893941388, 2.34776550172;"{""type"": ""Point"", ""coordinates"": [2.347765501718976, 48.89394138802911, 0.0]}";290.0;44833.0;22133.0;802.0;Simplon;SIMPLON;Simplon;2076.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104031;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;652177.955;6866190.043
48.8692241717, 2.3546037907;"{""type"": ""Point"", ""coordinates"": [2.354603790697162, 48.8692241716524, 0.0]}";296.0;44909.0;22159.0;837.0;Strasbourg-Saint-Denis;STRASBOURG-SAINT-DENIS;Strasbourg-Saint-Denis;2210.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-109067;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;652656.865;6863437.521
48.8692241717, 2.3546037907;"{""type"": ""Point"", ""coordinates"": [2.354603790697162, 48.8692241716524, 0.0]}";297.0;44909.0;21920.0;838.0;Strasbourg-Saint-Denis;STRASBOURG-SAINT-DENIS;Strasbourg-Saint-Denis;2239.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109067;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;652656.865;6863437.521
48.8512376804, 2.361985141;"{""type"": ""Point"", ""coordinates"": [2.36198514100077, 48.85123768038418, 0.0]}";298.0;44911.0;22369.0;842.0;Sully-Morland;SULLY-MORLAND;Sully-Morland;2167.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107067;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;653182.154;6861433.172
48.8666826802, 2.36154153207;"{""type"": ""Point"", ""coordinates"": [2.361541532068171, 48.86668268024132, 0.0]}";300.0;44924.0;22026.0;849.0;Temple;TEMPLE;Temple;2067.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103047;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;653163.488;6863150.789
48.8885036879, 2.39211369776;"{""type"": ""Point"", ""coordinates"": [2.392113697756401, 48.88850368786184, 0.0]}";302.0;44521.0;22003.0;694.0;Porte de Pantin;PORTE DE PANTIN;Porte de Pantin;2118.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105047;5;METRO;M5;3.0;110.0;RATP;899901.0;1.0;0.0;655424.858;6865559.451
48.8738818542, 2.3853162151;"{""type"": ""Point"", ""coordinates"": [2.385316215101792, 48.87388185415816, 0.0]}";317.0;44580.0;21991.0;716.0;Pyrénées;PYRENEES;Pyrénées;2293.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;;11;3.0;11-111043;11;METRO;M11;3.0;110.0;RATP;0.0;1.0;0.0;654913.765;6863937.448
48.8389642807, 2.33075419209;"{""type"": ""Point"", ""coordinates"": [2.330754192086216, 48.838964280710556, 0.0]}";323.0;45314.0;22131.0;723.0;Raspail;RASPAIL;Raspail;2096.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104071;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;650878.898;6860087.464
48.8484578485, 2.32778212715;"{""type"": ""Point"", ""coordinates"": [2.327782127147534, 48.848457848541784, 0.0]}";327.0;44609.0;22049.0;728.0;Rennes;RENNES;Rennes;2316.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112051;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;650669.747;6861144.904
48.8673844729, 2.36426495043;"{""type"": ""Point"", ""coordinates"": [2.364264950425284, 48.867384472882776, 0.0]}";330.0;44617.0;21903.0;731.0;République;REPUBLIQUE;République;2110.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-109069;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;653363.899;6863227.211
48.8671587253, 2.3639578365;"{""type"": ""Point"", ""coordinates"": [2.363957836496271, 48.867158725337895, 0.0]}";331.0;44617.0;22199.0;732.0;République;REPUBLIQUE;République;2209.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-109069;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;653341.168;6863202.291
48.8473037861, 2.38634170635;"{""type"": ""Point"", ""coordinates"": [2.386341706352172, 48.84730378614119, 0.0]}";333.0;44637.0;22076.0;734.0;Reuilly-Diderot;REUILLY-DIDEROT;Reuilly-Diderot;2019.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101043;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;654966.014;6860981.593
48.888267617, 2.37420401204;"{""type"": ""Point"", ""coordinates"": [2.374204012035863, 48.88826761697049, 0.0]}";338.0;44643.0;22371.0;739.0;Riquet;RIQUET;Riquet;2182.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107037;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;654111.394;6865543.46
48.9365268526, 2.35939826103;"{""type"": ""Point"", ""coordinates"": [2.359398261032672, 48.93652685258673, 0.0]}";347.0;44859.0;22240.0;761.0;Basilique de Saint-Denis;BASILIQUE DE SAINT-DENIS;Basilique de Saint-Denis;2355.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114081;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;653069.272;6870918.448
48.8784252576, 2.33759508282;"{""type"": ""Point"", ""coordinates"": [2.337595082820351, 48.87842525762863, 0.0]}";352.0;44867.0;22044.0;766.0;Saint-Georges;SAINT-GEORGES;Saint-Georges;2306.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112071;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;651417.801;6864470.948
48.853718934, 2.33377613686;"{""type"": ""Point"", ""coordinates"": [2.333776136855683, 48.85371893399261, 0.0]}";353.0;44799.0;22136.0;767.0;Saint-Germain-des-Prés;SAINT-GERMAIN-DES-PRES;Saint-Germain-des-Près;2091.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104061;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;651114.539;6861726.159
48.8640865748, 2.38079798618;"{""type"": ""Point"", ""coordinates"": [2.380797986183677, 48.864086574750985, 0.0]}";357.0;45194.0;22025.0;774.0;Saint-Maur;SAINT-MAUR;Rue Saint-Maur;2070.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103041;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;654573.824;6862850.872
48.8630650202, 2.28624317069;"{""type"": ""Point"", ""coordinates"": [2.286243170691258, 48.86306502022607, 0.0]}";373.0;44962.0;21917.0;863.0;Trocadéro;TROCADERO;Trocadéro;2251.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109043;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;647636.201;6862795.834
48.7964830828, 2.36826954143;"{""type"": ""Point"", ""coordinates"": [2.36826954143277, 48.796483082759046, 0.0]}";378.0;53207.0;22401.0;898.0;Villejuif-Paul Vaillant-Couturier;VILLEJUIF-PAUL VAILLANT-COUTURIER;Villejuif-Paul Vaillant-Couturier;2157.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107099;7;METRO;M7;3.0;110.0;RATP;899958.0;1.0;0.0;653594.588;6855341.399
48.8811500285, 2.31517662622;"{""type"": ""Point"", ""coordinates"": [2.315176626220464, 48.881150028474686, 0.0]}";379.0;45056.0;22106.0;907.0;Villiers;VILLIERS;Villiers;2043.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-103067;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;649776.251;6864787.951
48.8410940563, 2.2879457665;"{""type"": ""Point"", ""coordinates"": [2.287945766499665, 48.8410940563496, 0.0]}";4.0;42370.0;22188.0;94.0;Boucicaut;BOUCICAUT;Boucicaut;2223.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108023;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;647739.076;6860351.753
48.8407450152, 2.2285369815;"{""type"": ""Point"", ""coordinates"": [2.228536981504942, 48.840745015226894, 0.0]}";7.0;42381.0;21989.0;100.0;Boulogne-Pont de Saint-Cloud;BOULOGNE-PONT DE SAINT CLOUD;Boulogne-Pont de Saint-Cloud;2263.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M10;0;0;0;A01543;;10;2.0;10-110023;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;643378.547;6860353.904
48.884594208, 2.33794977706;"{""type"": ""Point"", ""coordinates"": [2.337949777055663, 48.88459420803534, 0.0]}";10.0;42155.0;22059.0;2.0;Abbesses;ABBESSES;Abbesses;2304.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112075;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;651449.565;6865156.678
48.8299902817, 2.37574814434;"{""type"": ""Point"", ""coordinates"": [2.375748144341913, 48.829990281683564, 0.0]}";11.0;45301.0;21955.0;72.0;Bibliothèque François Mitterrand;BIBLIOTHEQUE FRANCOIS MITTERRAND;Bibliothèque François Mitterrand;2376.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01547;;14;6.0;14-383;14;METRO;M14;3.0;110.0;RATP;0.0;1.0;0.0;654173.391;6859062.602
48.8281884763, 2.32716464961;"{""type"": ""Point"", ""coordinates"": [2.327164649607824, 48.82818847631351, 0.0]}";19.0;42175.0;22154.0;10.0;Alésia;ALESIA;Alésia;2099.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104077;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;650605.231;6858891.556
48.8755940499, 2.28932258961;"{""type"": ""Point"", ""coordinates"": [2.289322589613774, 48.87559404986667, 0.0]}";24.0;42213.0;22088.0;25.0;Argentine;ARGENTINE;Argentine;2005.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101071;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;647874.651;6864186.921
48.8834361881, 2.34977444365;"{""type"": ""Point"", ""coordinates"": [2.349774443646268, 48.88343618805934, 0.0]}";33.0;42280.0;22130.0;50.0;Barbès-Rochechouart;BARBES-ROCHECHOUART;Barbès-Rochechouart;2079.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104037;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;652315.629;6865020.707
48.8413382509, 2.40091853812;"{""type"": ""Point"", ""coordinates"": [2.400918538121599, 48.84133825093756, 0.0]}";37.0;45222.0;22177.0;59.0;Bel Air;BEL-AIR;Bel-Air;2125.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106035;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;656030.698;6860310.066
48.8723101138, 2.37670214473;"{""type"": ""Point"", ""coordinates"": [2.376702144728945, 48.872310113783094, 0.0]}";39.0;42311.0;22128.0;61.0;Belleville;BELLEVILLE;Belleville;2032.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-111045;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;654280.568;6863767.634
48.8400013895, 2.3795540112;"{""type"": ""Point"", ""coordinates"": [2.379554011203435, 48.840001389548114, 0.0]}";41.0;45232.0;21957.0;66.0;Bercy;BERCY;Bercy;2374.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01547;;14;6.0;14-106041;14;METRO;M14;3.0;110.0;RATP;0.0;1.0;0.0;654461.522;6860173.53
48.8297905137, 2.35041487201;"{""type"": ""Point"", ""coordinates"": [2.350414872010464, 48.82979051369296, 0.0]}";43.0;45274.0;22175.0;212.0;Corvisart;CORVISART;Corvisart;2133.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106051;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;652313.522;6859055.391
48.7899783103, 2.45045317792;"{""type"": ""Point"", ""coordinates"": [2.450453177915302, 48.78997831034893, 0.0]}";49.0;42779.0;22212.0;226.0;Créteil-Université;CRETEIL-UNIVERSITE;Créteil-Université;2190.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108089;8;METRO;M8;3.0;110.0;RATP;899928.0;1.0;0.0;659626.464;6854573.002
48.8579655912, 2.43555571569;"{""type"": ""Point"", ""coordinates"": [2.435555715694056, 48.85796559116602, 0.0]}";51.0;42789.0;21943.0;228.0;Croix de Chavaux (Jacques Duclos);CROIX DE CHAVAUX (JACQUES DUCLOS);Croix de Chavaux;2227.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109091;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;658586.049;6862140.155
48.8395496456, 2.39570328944;"{""type"": ""Point"", ""coordinates"": [2.395703289436394, 48.839549645568674, 0.0]}";54.0;45229.0;22181.0;233.0;Daumesnil;DAUMESNIL;Daumesnil;2126.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106037;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;655646.412;6860114.108
48.8466568513, 2.35162325638;"{""type"": ""Point"", ""coordinates"": [2.351623256378513, 48.84665685125004, 0.0]}";73.0;42435.0;21984.0;125.0;Cardinal Lemoine;CARDINAL-LEMOINE;Cardinal Lemoine;2283.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110063;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;652417.628;6860930.02
48.874613927, 2.29556736975;"{""type"": ""Point"", ""coordinates"": [2.295567369745454, 48.874613927042155, 0.0]}";81.0;58759.0;22094.0;153.0;Charles de Gaulle-Étoile;CHARLES DE GAULLE ETOILE;Charles de Gaulle Etoile;2047.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;C01372;2;7.0;2-337;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;648331.697;6864073.835
48.8873749106, 2.3496940822;"{""type"": ""Point"", ""coordinates"": [2.349694082202741, 48.887374910553596, 0.0]}";88.0;42585.0;22152.0;162.0;Château Rouge;CHATEAU ROUGE;Château Rouge;2078.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104035;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;652313.343;6865458.719
48.8107464886, 2.30167855546;"{""type"": ""Point"", ""coordinates"": [2.301678555458344, 48.81074648857956, 0.0]}";94.0;42588.0;22237.0;171.0;Châtillon-Montrouge;CHATILLON-MONTROUGE;Châtillon-Montrouge;2327.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M13;0;0;0;A01546;;13;5.0;13-114033;13;METRO;M13;3.0;110.0;RATP;899926.0;1.0;0.0;648717.12;6856968.479
48.8447947646, 2.29395196364;"{""type"": ""Point"", ""coordinates"": [2.293951963636534, 48.84479476461109, 0.0]}";102.0;42734.0;22190.0;197.0;Commerce;COMMERCE;Commerce;2221.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108027;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;648183.566;6860759.274
48.8373074946, 2.29663034323;"{""type"": ""Point"", ""coordinates"": [2.296630343233871, 48.83730749458223, 0.0]}";106.0;42751.0;22058.0;206.0;Convention;CONVENTION;Convention;2323.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112037;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;648372.71;6859925.017
48.8698082202, 2.30747079345;"{""type"": ""Point"", ""coordinates"": [2.30747079344783, 48.86980822019896, 0.0]}";116.0;43026.0;22082.0;293.0;Franklin D.Roosevelt;FRANKLIN-D.ROOSEVELT;Franklin-D.Roosevelt;2008.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-109049;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;649200.072;6863531.754
48.8651634349, 2.39874659344;"{""type"": ""Point"", ""coordinates"": [2.398746593442592, 48.86516343488148, 0.0]}";122.0;43055.0;21945.0;302.0;Gambetta;GAMBETTA;Gambetta;2359.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M3bis;0;0;0;A01549;;3b;9.0;3b-103037;3b;METRO;M3b;3.0;110.0;RATP;0.0;1.0;0.0;655891.464;6862960.435
48.8928288534, 2.3274284585;"{""type"": ""Point"", ""coordinates"": [2.327428458503176, 48.89282885338917, 0.0]}";123.0;43333.0;22228.0;342.0;Guy Môquet;GUY MOQUET;Guy Môquet;2349.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114069;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;650685.819;6866078.843
48.8427467798, 2.29191241332;"{""type"": ""Point"", ""coordinates"": [2.291912413317875, 48.842746779792876, 0.0]}";135.0;42984.0;22189.0;282.0;Félix Faure;FELIX FAURE;Félix Faure;2222.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108025;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;648031.847;6860532.9
48.863257945, 2.36666109472;"{""type"": ""Point"", ""coordinates"": [2.366661094716491, 48.8632579449661, 0.0]}";136.0;58727.0;22200.0;283.0;Filles du Calvaire;FILLES DU CALVAIRE;Filles du Calvaire;2208.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108053;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;653535.99;6862766.96
48.8762727035, 2.35805790434;"{""type"": ""Point"", ""coordinates"": [2.358057904336898, 48.876272703488766, 0.0]}";140.0;43138.0;22387.0;315.0;Gare de l'Est;GARE DE L'EST;Gare de l'Est;2178.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-327;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;1.0;652916.608;6864219.203
48.8437354893, 2.32435304116;"{""type"": ""Point"", ""coordinates"": [2.324353041157966, 48.84373548931853, 0.0]}";145.0;43238.0;22038.0;562.0;Montparnasse Bienvenüe;MONTPARNASSE;Montparnasse Bienvenüe;2318.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-285;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;1.0;650413.619;6860621.973
48.8525040906, 2.26817674944;"{""type"": ""Point"", ""coordinates"": [2.26817674943596, 48.85250409061289, 0.0]}";151.0;43423.0;21928.0;372.0;Jasmin;JASMIN;Jasmin;2255.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109035;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;646299.937;6861633.692
48.8924395905, 2.34465700413;"{""type"": ""Point"", ""coordinates"": [2.34465700412862, 48.892439590482105, 0.0]}";157.0;43489.0;22054.0;382.0;Jules Joffrin;JULES JOFFRIN;Jules Joffrin;2302.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112079;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;651948.659;6866024.937
48.8461511231, 2.3549179837;"{""type"": ""Point"", ""coordinates"": [2.354917983696272, 48.8461511230806, 0.0]}";158.0;43493.0;21968.0;383.0;Jussieu;JUSSIEU;Jussieu;2284.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110065;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;652658.953;6860871.808
48.8716497691, 2.29352429034;"{""type"": ""Point"", ""coordinates"": [2.293524290341821, 48.87164976914353, 0.0]}";160.0;43498.0;22170.0;389.0;Kléber;KLEBER;Kléber;2149.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106083;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;648178.897;6863745.582
48.8843987952, 2.36049131853;"{""type"": ""Point"", ""coordinates"": [2.360491318526145, 48.88439879515334, 0.0]}";161.0;43524.0;22119.0;409.0;La Chapelle;LA CHAPELLE;La Chapelle;2036.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102055;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;653102.402;6865121.325
48.9207859699, 2.41059861373;"{""type"": ""Point"", ""coordinates"": [2.410598613730138, 48.920785969948675, 0.0]}";162.0;42151.0;22395.0;412.0;La Courneuve 8 Mai 1945;LA COURNEUVE 8 MAI 1945;La Courneuve 8 Mai 1945;2188.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M7;0;0;0;A01540;;7;13.0;7-107025;7;METRO;M7;3.0;110.0;RATP;899936.0;1.0;0.0;656807.091;6869138.86
48.8754537705, 2.32678520026;"{""type"": ""Point"", ""coordinates"": [2.326785200261765, 48.875453770461874, 0.0]}";165.0;58566.0;21964.0;769.0;Saint-Lazare;SAINT-LAZARE;Gare Saint-Lazare;2309.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-329;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;1.0;650622.183;6864147.245
48.8225837068, 2.29846419197;"{""type"": ""Point"", ""coordinates"": [2.298464191970636, 48.822583706837726, 0.0]}";166.0;413433.0;22235.0;504.0;Malakoff-Plateau de Vanves;MALAKOFF-PLATEAU DE VANVES;Malakoff-Plateau de Vanves;2329.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114037;13;METRO;M13;3.0;110.0;RATP;899948.0;1.0;0.0;648492.766;6858286.712
